id,report_date,report_by,work_shift,daily_target,actual_sales,transaction_count,mtd_target,mtd_actual,mtd_tc,dine_in,dine_in_tc,take_away,take_away_tc,grabfood,lineman,shopee,bkapp,osat,survey_count,void_amount,void_count,add_cheese_count,add_cheese_percent,v_meal_count,v_meal_percent,up_size_count,up_size_percent,waste_raw_daily,waste_raw_daily_percent,waste_meal_daily,waste_meal_daily_percent,waste_raw_mtd,waste_raw_mtd_percent,waste_meal_mtd,waste_meal_mtd_percent,col_percent,labor_hour,tcmh,manager_roster_date,manager_roster_text,staff_roster_text,created_at,updated_at,sos_daily,sos_mtd,labor_cost,actual_hours,ot_hours,ot_mtd,recommend_hours,roster_commit,summary_hours,variance_hours,robin,gokoo,last_year_sales,forecast_sales,last_year_tc,target_tc,target_ta,close_shift_count,cash_deposit,sales_delivery,promotion_other1_qty,promotion_other2_qty,note_daily,note_mtd,note_in_store,note_delivery,note_performance,note_addons,store_id
6,2026-01-03,Ake,full,100000,99531,349,300000,335905,1075,44032,167,18826,63,28062,5646,1637,1328,5,0,0,0,12,3.44,245,70.20,18,5.16,4232.089999999999,0,193.08,0,3573.64,0,"509.55
",0,0,60,5.81,2026-01-04,"Phongsathon: 07:00-16:00
Nuttarika: 19:00-04:00
Boonyisa: 10:00-19:00
Chanon: 22:00-07:00
Washiraphan: OFF","21:00-06:00 | ลีโอ
22:00-07:00 | แบงค์",2026-01-03T21:02:30.490Z,2026-01-31T23:24:01.362Z,0,0,0,60,1,0,108,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
93,2026-01-23,Ake,full,110000,91024,290,2470000,2192552,7011,40309,124,12810,51,24805,8595,1545,1442,4.88,26,35,1,7,2.41,270,93.10,15,5.17,2263.4,0,260.41,0,52227.18,0,3083.68,0,7.47,96.00,3.02,2026-01-23,"Phongsathon: 07:00-16:00
Nuttarika: OFF
Boonyisa: 11:00-20:00
Chanon: 22:00-07:00
Washiraphan: 19:00-04:00","07:00-16:00 | เอ็ม หมีพูล
09:00-18:00 | อิงค์ฟ้า อ๋อม
10:00-19:00 | เก๊ง เทพ
12:00-21:00 | ต้นหนาว มะตูม
13:00-22:00 | อาย ดิว
22:00-07:00 | ฝุ่น แบงค์",2026-01-23T18:11:11.943Z,2026-01-31T23:24:01.462Z,214,256,6800.00,94,2,0,113,88,96.00,8.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
3,2026-01-01,Ake,full,100000,135845,404,100000,135845,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,3707.0899999999997,0,121.81,0,3098.04,0,121.81,0,3.46,54.00,7.48,2026-01-04,"Phongsathon: 07:00-16:00
Nuttarika: 19:00-04:00
Boonyisa: 10:00-19:00
Chanon: 22:00-07:00
Washiraphan: OFF",07:00-16:00 | เก้ง พี่แทน,2026-01-03T20:09:40.557Z,2026-01-31T23:24:01.351Z,0,0,4700.00,48,6,0,112,88,54.00,-34.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
181,2026-03-23,Ake,full,95000,80424,295,2185000,1990254,6883,34870,120,18972,77,20967,4738,896,0,0,0,0,0,8,2.71,275,93.22,19,6.44,0,0,0.00,0,16390.149999999998,0,822.61,0,13.02,83.00,3.55,,,,2026-03-23T15:07:52.764Z,2026-03-31T01:01:12.671Z,209,188,10475.00,62,20,76.50,109,88,83.00,-5.00,0,199,0,0,0,0,0,2,0,0,0,0,,,,,,,BK1040
96,2026-01-25,Ake,full,110000,99865,305,2690000,2294329,7326,44907,140,19253,79,24091,7584,3630,169,4.90,114,0,0,15,4.92,258,84.59,16,5.25,1767,0,154,0,46641.82,0,3170.68,0,5.71,74.00,4.12,,,,2026-01-27T18:03:39.702Z,2026-01-31T23:24:01.474Z,252,295,5700.00,71,3,0,112,88,74.00,-14.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
171,2026-03-10,Ake,full,95000,73453,259,950000,902617,3064,35565,0,6415,0,22252,5409,1631,1802,5,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0.00,0,6062.29,0,244.16,0,12.08,53.00,4.89,2026-03-17,"Phongsathon: COM
Nuttarika: 22:00-07:00
Boonyisa: 07:00-16:00
Washiraphan: 13:00-22:00","07:00-16:00 | เทพ
07:00-16:00 | เก๊ง
13:00-22:00 | แทน
22:00-07:00 | ซัน",2026-03-17T12:17:29.786Z,2026-03-31T01:01:12.581Z,158,179,8875.00,53,4,33.00,0,88,53.00,53.00,0,0,0,0,0,0,284,0,0,0,0,0,,,,,,,BK1040
106,2026-02-01,Ake,full,100000,96944,309,100000,96944,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0.00,0,9.90,152.00,2.03,2026-02-01,,,2026-02-01T22:51:03.495Z,2026-02-27T18:26:33.415Z,0,225,9600.00,149,3,3.00,111,88,152.00,152.00,0,0,97529,0,345,300,333,0,0,0,0,0,,,,,,,BK1040
138,2026-02-24,Ake,full,100000,82270,292,2400000,2193582,7091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,891,0,0,0,23789.49,0,2020.60,0,5.96,58.00,5.03,,,,2026-02-21T18:52:13.255Z,2026-02-27T18:26:33.546Z,0,0,4900.00,58,0,50.00,111,88,58.00,58.00,0,0,82037,0,292,140,333,0,0,0,0,0,,,,,,,BK1040
20,2026-01-07,Ake,full,110000,78064,240,710000,700834,2192,34959,106,15804,53,22931,2922,1051,397,5,0,0,0,10,4.17,190,79.17,12,5.00,1832.2100000000005,0,57.44,0,6674.3,0,773.20,0,5.48,40,6.00,2026-01-08,"Phongsathon: 07:00-16:00
Nuttarika: 10:00-19:00
Boonyisa: QSNCC
Chanon: 22:00-07:00
Washiraphan: 19:00-04:00","07:00-16:00 | แทน
13:00-22:00 | ดิว
14:00-23:00 | แบงค์
15:00-00:00 | ไต้ฝุ่น
22:00-07:00 | ซัน ลีโอ",2026-01-07T21:29:01.156Z,2026-01-31T23:24:01.385Z,277,260,4275.00,40,8.5,0,110,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
22,2026-01-08,Ake,full,110000,92379,285,820000,793213,2477,46732,140,18679,68,19614,4490,2864,0,5,0,588,1,12,4.21,213,74.74,23,8.07,2045.449999999999,0,66.36,0,7591.640000000001,0,839.56,0,4.63,48,7.13,2026-01-09,"Phongsathon: 07:00-16:00
Nuttarika: OFF
Boonyisa: 10:00-19:00
Chanon: 22:00-07:00
Washiraphan: 19:00-04:00","07:00-16:00 | เก้ง พี่แทน
10:00-19:00 | ฝุ่น
13:00-22:00 | เทพ
21:00-06:00 | ป้านา
22:00-07:00 | แบงค์ ซัน",2026-01-08T18:45:03.042Z,2026-01-31T23:24:01.392Z,310,266,4275.00,48,1,0,112,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
24,2026-01-09,Ake,full,110000,97960,292,930000,891173,2769,49972,141,20012,73,16877,7146,3207,547,5,27,1106,2,11,3.77,229,78.42,27,9.25,3047.3900000000003,0,110,0,8769.03,0,949.56,0,4.36,56,7.30,2026-01-10,"Phongsathon: OFF
Nuttarika: 13:00-22:00
Boonyisa: 07:00-16:00
Chanon: OFF
Washiraphan: 22:00-07:00","07:00-16:00 | หมีพู ฝุ่น
09:00-18:00 | กีต้าร์
12:00-21:00 | เอ็ม
13:00-22:00 | เก้ง พี่แทน
15:00-00:00 | เจน
22:00-07:00 | ีลีโอ เทพ",2026-01-09T19:38:46.032Z,2026-01-31T23:24:01.397Z,296,269,4275.00,56,7,0,113,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
28,2026-01-10,Ake,full,110000,88469,291,1040000,1068111,3351,37762,116,11215,52,25100,11073,2339,974,5.00,25,217,1,5,1.72,241,82.82,14,4.81,3769,0,180.00,0,15245.250000000002,0,1309.56,0,4.52,80.00,3.64,2026-01-10,"Phongsathon: COM
Nuttarika: 13:00-22:00
Boonyisa: 07:00-16:00
Chanon: 13:00-22:00
Washiraphan: 22:00-07:00","07:00-16:00 | หมีพู เอ็ม
10:00-19:00 | กีต้าร์
13:00-22:00 | เก้ง พี่แทน
15:00-00:00 | ดิว ใต้ฝุ่น
22:00-07:00 | ีลีโอ เทพ",2026-01-10T20:43:59.487Z,2026-01-31T23:24:01.402Z,151,260,4000.00,64,2,0,105,88,80.00,80.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
185,2026-03-25,Ake,full,95000,80105,308,2375000,2075260,7175,35317,0,18656,0,19893,2797,1325,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1110,0,0,0,17343.149999999998,0,949.61,0,7.77,0.00,0.00,2026-03-25,,,2026-03-30T21:33:26.785Z,2026-03-31T01:01:12.681Z,0,191,6225.00,88,10,96.50,108,88,0.00,-88.00,0,657,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
168,2026-03-14,Ake,full,95000,98716,341,1330000,1241542,4274,39274,88,18008,56,31760,6114,2136,1324,5,0,0,0,0,0.00,0,0.00,0,0.00,522.26,0,0.00,0,7681.87,0,244.16,0,8.69,47.00,7.26,2026-03-08,"Phongsathon: 07:00-16:00
Nuttarika: 13:00-22:00
Boonyisa: OFF
Chanon: QSNCC
Washiraphan: 22:00-07:00","07:00-16:00 | เอ็ม,
07:00-16:00 | ดิว
09:00-18:00 | เน็ท
13:00-22:00 | เทพ,
13:00-22:00 | ใต้ฝุ่น
22:00-07:00 | เก๊ง,
22:00-07:00 | แบงค์",2026-03-15T05:47:38.873Z,2026-03-31T01:01:12.600Z,196,183,8575.00,47,3,34.00,0,88,47.00,47.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
169,2026-03-16,Ake,full,95000,73453,259,1520000,1365213,4805,35565,0,6415,0,22252,5409,1631,1802,5,0,0,0,0,0.00,0,0.00,0,0.00,7805.08,0,0.00,0,14633.79,0,244.16,0,12.08,53.00,4.89,2026-03-17,"Phongsathon: COM
Nuttarika: 22:00-07:00
Boonyisa: 07:00-16:00
Washiraphan: 13:00-22:00","07:00-16:00 | เทพ
07:00-16:00 | เก๊ง
13:00-22:00 | แทน
22:00-07:00 | ซัน",2026-03-16T21:45:33.041Z,2026-03-31T01:01:12.618Z,158,179,8875.00,53,1,33.00,0,88,53.00,-35.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
175,2026-03-17,Ake,full,95000,80871,295,1615000,1446084,5100,32090,0,15246,0,23827,7710,1364,466,5,61,198,1,9,3.05,197,66.78,16,5.42,993.49,0,84.00,0,15543.28,0,328.16,0,10.29,0,7.20,2026-03-17,"Phongsathon: Manager Meetings
Nuttarika: 13:00-22:00
Boonyisa: 05:00-13:00
Chanon: 22:00-07:00
Washiraphan: 15:00-00:00","07:00-22:00 | Gang
10:00-22:00 | Thep
22:00-07:00 | Leo
22:00-07:00 | Sun",2026-03-17T17:30:58.450Z,2026-03-31T01:01:12.623Z,163,182,8325.00,32,9,42.00,108,88,41.00,-47.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
187,2026-03-28,Ake,full,95000,95354,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.83,0,0,0,0,0,0,0,0,0,0,,,,2026-03-31T00:51:47.258Z,2026-03-31T09:51:02.734Z,0,0,0,79,6,0,0,88,0,0,0,0,2660000,2521159,0,0,312,0,0,0,0,0,,,,,,,BK1040
150,2026-03-02,Ake,full,104000,99640,335,208000,199280,670,45738,45.9,13502,13.55,29264,7735,1887,1514,5,11,0,0,6,1.79,268,81.51,19,5.82,1402.5200000000002,1.370,18.94,0,731.56,0,165.20,0,10.81,87.00,3.85,2026-03-04,,,2026-03-01T18:49:29.572Z,2026-03-31T01:01:12.539Z,212,214,10775.00,69,5,0.00,108,88,69,-1.00,0,0,0,0,0,400,300,4,0,0,0,0,,,,,,,BK1040
189,2026-03-31,Ake,full,95000,81535,0,2945000,2660697,9382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24220.81,0,1167.80,0,7.63,0.00,0.00,,,,2026-04-01T00:01:47.425Z,2026-04-01T01:17:16.207Z,0,0,6225.00,0,0,187.50,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
73,2026-01-16,Ake,full,110000,82034,277,1700000,1533999,4867,43494,150,13182,52,17357,4648,1485,1868,5,25,0,0,10,3.61,216,77.98,25,9.03,3313.99,0,274.24,0,23358.01,0,1842.50,0,6.70,110.00,2.52,2026-01-17,"Phongsathon: 10:00-19:00
Nuttarika: 07:00-16:00
Boonyisa: 15:00-00:00
Chanon: OFF
Washiraphan: 22:00-07:00","07:00-16:00 | หมีพูห์ แทน
09:00-18:00 | ป้านา
13:00-22:00 | ดิว
14:00-23:00 | เอ็ม
15:00-00:00 | เจน
22:00-07:00 | ใต้ฝุ่น ลีโอ เก๊ง",2026-01-16T19:41:39.769Z,2026-01-31T23:24:01.424Z,167,253,5500.00,69,1,0,113,88,110.00,110.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
97,2026-01-26,Ake,full,110000,101970,305,2800000,2496164,7936,53526,151,19286,62,20085,19286,1864,0,4.88,26,0,0,0,0.00,0,0.00,0,0.00,2131.54,0,342,0,47946.82,0,3324.68,0,5.59,74.00,4.12,,,,2026-01-27T18:24:30.973Z,2026-01-31T23:24:01.479Z,284,268,5700.00,71,3,0,112,88,74.00,-14.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
107,2026-02-02,Ake,full,100000,88895,310,200000,263212,882,47209,150,14981,55,16577,7252,1506,1028,5,0,20,1,5,1.61,242,78.06,25,8.06,1815.1499999999996,0,0,0,1628.98,0,300.70,0,6.07,68.00,4.56,2026-02-03,"Phongsathon: 07:00-16:00
Nuttarika: OFF
Boonyisa: 10:00-19:00
Chanon: 22:00-07:00
Washiraphan: 15:00-00:00","07:00-16:00 | เก๊ง เทพ
09:00-18:00 | อิงค์ฟ้า
13:00-22:00 | พี่แทน เน็ท ซัน
15:00-22:00 | ญาณิศา วรัชยา
22:00-07:00 | แบงค์ ลีโอ",2026-02-02T20:10:50.874Z,2026-02-27T18:26:33.429Z,214,226,5400.00,68,0,0,112,88,68.00,68.00,0,0,98037,0,345,300,333,0,0,0,0,0,,,,,,,BK1040
68,2026-01-12,Ake,full,110000,93293,305,1260000,1170471,3677,46352,141,16456,61,24640,4651,1013,178,5,25,199,1,12,3.93,248,81.31,24,7.87,2017,0,89.00,0,20347.91,0,1388.56,0,5.90,110.00,2.77,2026-01-13,"Phongsathon: 07:00-16:00
Nuttarika: 22:00-07:00
Boonyisa: OFF
Chanon: 13:00-22:00
Washiraphan: 22:00-07:00","07:00-16:00 | หมีพู เอ็ม
10:00-19:00 | กีต้าร์
13:00-22:00 | เก้ง พี่แทน
15:00-00:00 | ดิว ใต้ฝุ่น
22:00-07:00 | ีลีโอ เทพ",2026-01-15T19:59:23.083Z,2026-01-31T23:24:01.409Z,298,291,5500.00,59,11,0,113,88,110.00,110.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
108,2026-02-03,Ake,full,100000,77373,263,300000,263212,882,44879,139,11484,56,16414,3567,1198,0,5,0,0,0,5,1.90,196,74.52,8,3.04,1918.7299999999996,0,0,0,3132.48,0,300.70,0,11.66,140.50,1.87,2026-02-04,"Phongsathon: 07:00-16:00
Nuttarika: 22:00-07:00
Boonyisa: 10:00-19:00
Chanon: OFF
Washiraphan: 15:00-00:00",,2026-02-03T00:01:25.076Z,2026-02-27T18:26:33.443Z,213,222,9025.00,139,1.5,4.50,112,88,140.50,140.50,0,0,87492,0,322,300,333,0,0,0,0,0,,,,,,,BK1040
69,2026-01-13,Ake,full,110000,82949,297,1370000,1253420,3974,41690,140,15704,93,17716,5283,1897,0,5,25,55,1,15,5.05,200,67.34,7,2.36,1638.629999999999,0,42.60,0,17267.08,0,1431.16,0,6.51,108.00,2.75,2026-01-15,"Phongsathon: 07:00-16:00
Nuttarika: 22:00-07:00
Boonyisa: OFF
Chanon: 09:00-18:00
Washiraphan: 19:00-04:00","07:00-16:00 | Keng Tan
12:00-21:00 | Thep
15:00-00:00 | Net
22:00-07:00 | Sun Leo",2026-01-15T20:53:21.572Z,2026-01-31T23:24:01.412Z,228,246,5400.00,48,12,0,111,88,108.00,20.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,BK1040
146,2026-02-28,Ake,full,100000,99476,325,2912000,2560595,8630,43229,146,60,16506,35029,4978,2078,0,5,74,0,0,11,3.38,271,83.38,20,6.15,433.42,0,0,0,433.42,0,0,0,10.18,77.00,4.22,2026-03-02,,,2026-02-27T18:21:21.928Z,2026-03-02T21:04:04.991Z,229,205,10125.00,75,2,2.00,114,88,77.00,-11.00,0,0,0,0,0,300,333,0,0,0,0,0,,,,,,,BK1040
157,2026-03-05,Ake,full,95000,83734,310,502000,339647,1209,35096,127,11654,46,27391,5252,3263,945,5,21,1173,6,7,2.26,272,87.74,14,4.52,517.94,0,0.00,0,2869.83,0,18.94,0,7.43,0.00,0.00,2026-03-04,"Phongsathon: 07:00-16:00
Nuttarika: 13:00-22:00
Boonyisa: OFF
Chanon: 22:00-07:00
Washiraphan: SICK","07:00-16:00 | เทพ
07:00-16:00 | เก้ง
09:00-18:00 | กีต้า
10:00-19:00 | เน็ท
13:00-22:00 | ฝุ่น
13:00-22:00 | พี่แทน
22:00-07:00 | แบงค์
22:00-07:00 | ลีโอ",2026-03-04T21:59:05.638Z,2026-03-31T01:01:12.555Z,190,210,6225.00,55,0,9.00,0,88,55,0.00,198,0,0,0,0,350,300,0,0,0,0,0,,,,,,,BK1040
159,2026-03-06,Ake,full,95000,72228,264,1140000,1059107,3619,31212,0,11706,0,21658,3304,1623,2435,5,0,0,0,0,0,0,0,0,0,0,0.809,0,0,6810.41,0,244.16,0,13.53,71.00,3.72,2026-03-17,"Phongsathon: COM
Nuttarika: 22:00-07:00
Boonyisa: 07:00-16:00
Chanon: Com
Washiraphan: 13:00-22:00","07:00-16:00 | Keng
09:00-18:00 | Thaipun
13:00-22:00 | Thep
17:00-22:00 | Tan
22:00-07:00 | Bank
22:00-07:00 | Sun",2026-03-06T16:22:18.888Z,2026-03-31T01:01:12.560Z,168,180,9775.00,71,0,35.00,0,88,71.00,71.00,0,0,0,0,0,350,300,0,0,0,0,0,,,,,,,BK1040
188,2026-03-29,Ake,full,95000,86672,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.07,0,0,0,0,0,0,0,0,0,0,,,,2026-03-31T00:52:28.790Z,2026-04-01T19:50:07.568Z,0,0,0,100,6,0,0,88,0,0,0,0,2755000,2608031,0,0,288,0,0,0,0,0,,,,,,,BK1040
